PLU;REFERENCIA;MARCA;COSTO
3004597;SAMSUNG A10 32GB DS BLACK;SAMSUNG;363000
3004598;SAMSUNG A10 32GB DS BLUE;SAMSUNG;363000
3004594;SAMSUNG A20 32GB DS BLACK;SAMSUNG;478500
3004595;SAMSUNG A20 32GB DS BLUE;SAMSUNG;478500
3004588;SAMSUNG A30 64GB DS BLACK;SAMSUNG;676500
3004589;SAMSUNG A30 64GB DS BLUE;SAMSUNG;676500
